filename,width,height,class,xmin,ymin,xmax,ymax
IMG_4201_JPG.rf.0259fadd9ff85d359193f71eaf606a21.jpg,640,640,Tahu,275,216,443,398
IMG_6660_JPG.rf.0170ec524d7f31aae66c2404e815613e.jpg,640,640,Sayur,40,21,581,615
IMG_4666_JPG.rf.01f4c86109bdb0258127850ecb8f0595.jpg,640,640,Tempe,223,276,390,397
IMG_6686_JPG.rf.0236b91ba247513179c4705f73b13940.jpg,640,640,Sayur,7,30,640,560
IMG_4549_JPG.rf.01c61d628a6d7a538447a4a916a44bea.jpg,640,640,Tempe,221,172,405,278
IMG_6711_JPG.rf.012f29a72e6591c7779f4ac1d0b4869d.jpg,640,640,Sayur,0,0,640,640
photo_6_2024-05-12_15-29-12_jpg.rf.00ac7ae155d3899883abc225c9fefc7d.jpg,640,640,Telur,21,170,545,537
photo_2024-05-11_13-34-12_jpg.rf.022e19009239dbf3295f5d4d7328a065.jpg,640,640,Daging,25,160,412,592
photo_2024-05-11_13-34-29_jpg.rf.008b81f7e9ac79c1428ac5e4053cfff7.jpg,640,640,Daging,53,188,578,532
photo_7_2024-05-12_15-28-58_jpg.rf.01b12029e6549e532910fda5edbd3ef1.jpg,640,640,Telur,85,181,518,512
photo_3_2024-05-12_15-32-09_jpg.rf.00316b91441f892649fbec8569ec216d.jpg,640,640,Telur,45,211,489,528
IMG_3713_jpg.rf.017e29159ba3559f2d0a1a97488a3e33.jpg,640,640,Tempe,0,248,576,441
IMG_5752_JPG.rf.026d0513ce3e474ae73c79203f5b5e81.jpg,640,640,Ikan,44,77,640,577
IMG_3738_jpg.rf.02d9bfb1674795ee30d11ecd4bdb6778.jpg,640,640,Tempe,22,194,499,435
IMG_4326_JPG.rf.0296cc5da0e44bd19a6518f46abe774f.jpg,640,640,Tahu,210,168,383,302
photo_1_2024-05-12_15-29-12_jpg.rf.015f9a719772a4afc27986f30862859d.jpg,640,640,Telur,250,156,596,542
IMG_4444_JPG.rf.03139c46c7433260db4148158de56544.jpg,640,640,Tempe,237,214,450,357
IMG_6629_JPG.rf.02cd6c5b0c830d928baa44b75548352c.jpg,640,640,Sayur,0,0,566,605
photo_1_2024-05-12_15-29-05_jpg.rf.032ed6e26b0dd33efe45184430513105.jpg,640,640,Telur,88,171,505,532
IMG_4400_JPG.rf.034b6fbd89d2e6fc23872f24243302b7.jpg,640,640,Tempe,163,256,337,400
IMG_6640_JPG.rf.034f128986f557211739396a0cdb0d1f.jpg,640,640,Sayur,0,0,595,635
IMG_3836_jpg.rf.035fa1609a50724b9b7ff28aad7c2909.jpg,640,640,Tahu,99,152,433,436
IMG_6665_JPG.rf.03fbfeb7a11ead93e083164632923da0.jpg,640,640,Sayur,37,7,637,636
IMG_5944_JPG.rf.033eefe549132416efa9edcbcca771c5.jpg,640,640,Ayam,83,242,611,451
IMG_4305_JPG.rf.031bebf11f3e6f96cf3d99a33b369596.jpg,640,640,Tahu,318,203,545,395
photo_2024-05-11_13-23-41-1-_jpg.rf.0311ca646e3c46a9cbed8096d30f7770.jpg,640,640,Daging,167,149,508,596
IMG_4223_JPG.rf.03cde6fee58bc4410e61b6e3aac0d85a.jpg,640,640,Tahu,171,276,380,453
IMG_6801_JPG.rf.040ec780d6a13372844fd3d7d44ca119.jpg,640,640,Ayam,13,84,596,509
IMG_3845_jpg.rf.0399bcdb77fa76816d3e5b3cdf03ca08.jpg,640,640,Tahu,79,218,446,512
IMG_4391_JPG.rf.0381feb023fa4f5a82bcfd0d687d38af.jpg,640,640,Tempe,290,363,475,537
IMG_3737_jpg.rf.045b5ea71f43a5690495bdea3fd16f27.jpg,640,640,Tempe,66,224,498,464
IMG_6819_JPG.rf.0313de1f4d47b66d9c8ba0fa63525a71.jpg,640,640,Ayam,77,124,599,550
IMG_6697_JPG.rf.03a866ecda021fc3ba5d4915df926a6c.jpg,640,640,Sayur,60,13,599,616
IMG_4426_JPG.rf.040776c4566e78cd7b81c9067fc96dcc.jpg,640,640,Tempe,140,206,401,344
IMG_4479_JPG.rf.040fe83a872e35b4f74fdcccc769044d.jpg,640,640,Tempe,190,272,379,394
IMG_5854_JPG.rf.0328a4a7652f4bffa1d4638d10243fae.jpg,640,640,Ikan,130,52,471,636
photo_8_2024-05-12_15-29-21_jpg.rf.0303059c66c8b6b326adb151594822ff.jpg,640,640,Telur,93,130,627,514
IMG_6580_JPG.rf.045e97a1c6784735f41c9bcf113c1d15.jpg,640,640,Sayur,305,208,505,485
IMG_6580_JPG.rf.045e97a1c6784735f41c9bcf113c1d15.jpg,640,640,Sayur,41,71,320,343
IMG_6580_JPG.rf.045e97a1c6784735f41c9bcf113c1d15.jpg,640,640,Sayur,294,208,506,486
IMG_6580_JPG.rf.045e97a1c6784735f41c9bcf113c1d15.jpg,640,640,Sayur,41,71,320,344
IMG_6808_JPG.rf.04ba9e8ab0b0149a2b9f549ba231a9ea.jpg,640,640,Ayam,0,32,640,489
photo_2024-05-11_13-34-25-2-_jpg.rf.04bccf3656e31a457276a0c7c6bbf1b6.jpg,640,640,Daging,77,235,640,506
IMG_5954_JPG.rf.04abb647f8a520a431308ecca851075f.jpg,640,640,Ayam,87,171,468,599
photo_1_2024-05-12_15-28-58_jpg.rf.04b2cd1ec6819efe89b2bbdd56dea368.jpg,640,640,Telur,48,151,542,403
IMG_6725_JPG.rf.057d41c8a2f8c0dec208ff5fbf303624.jpg,640,640,Sayur,184,242,497,552
IMG_6725_JPG.rf.057d41c8a2f8c0dec208ff5fbf303624.jpg,640,640,Sayur,430,69,639,373
IMG_6725_JPG.rf.057d41c8a2f8c0dec208ff5fbf303624.jpg,640,640,Sayur,342,45,382,80
IMG_6725_JPG.rf.057d41c8a2f8c0dec208ff5fbf303624.jpg,640,640,Sayur,0,0,528,640
IMG_7094_JPG.rf.04cf6ef7abbbbd82465a41b8c03f6d4a.jpg,640,640,Nasi,79,0,569,575
IMG_5890_JPG.rf.051df9828cb695d4985198a1e5d4791f.jpg,640,640,Ikan,137,53,474,640
IMG_6673_JPG.rf.0516b434d10ee62a065f7f6c0c36f6f5.jpg,640,640,Sayur,65,0,640,615
IMG_4657_JPG.rf.05214b523a74e86d15aa9cd2cf86453e.jpg,640,640,Tempe,218,204,361,300
IMG_4568_JPG.rf.056925fca043bdff96976b6da71ad228.jpg,640,640,Tempe,181,240,339,381
photo_2024-05-11_13-42-46_jpg.rf.051ff60470877e89c18d3e088f3b2ff9.jpg,640,640,Daging,81,211,560,462
IMG_4518_JPG.rf.0528fb8d751f18112ee5dc6029156091.jpg,640,640,Tempe,190,205,389,348
photo_2024-05-11_13-41-36_jpg.rf.0533f5cd400e84ef0ca8c304d45acf34.jpg,640,640,Daging,83,177,510,511
photo_8_2024-05-12_15-28-48_jpg.rf.056f5b0434089cd9c8c00be4edf49acb.jpg,640,640,Telur,51,149,528,402
IMG_4637_JPG.rf.0597b5442be4c942e8f4ea93c403883e.jpg,640,640,Tempe,252,306,349,422
IMG_4431_JPG.rf.05c5f720a459c549e59d62571170df67.jpg,640,640,Tempe,177,175,380,335
IMG_4700_JPG.rf.05dc7f1834765498adcf876082961364.jpg,640,640,Tempe,265,247,395,355
IMG_5576_JPG.rf.0623f1f6f466094421e41fc54d12798a.jpg,640,640,Ikan,82,242,574,431
IMG_5576_JPG.rf.0623f1f6f466094421e41fc54d12798a.jpg,640,640,Ikan,78,239,580,438
photo_7_2024-05-12_15-32-17_jpg.rf.05e9197e45b926cb41377d10164ec50c.jpg,640,640,Telur,94,191,497,484
photo_2024-05-11_13-42-13_jpg.rf.059c88b913659f5b1f5e142f0c4f6c2b.jpg,640,640,Daging,86,192,510,394
IMG_4644_JPG.rf.05cc446304abcc652d6f3eaa5544c601.jpg,640,640,Tempe,289,226,406,330
photo_2024-05-11_13-23-37_jpg.rf.06c1a0a215c9b2843433e87f83f116d1.jpg,640,640,Daging,169,153,506,584
photo_2024-05-11_13-23-37_jpg.rf.06c1a0a215c9b2843433e87f83f116d1.jpg,640,640,Daging,169,153,513,585
IMG_3764_jpg.rf.0651b09250229c9140cb6c03c705dbb5.jpg,640,640,Tempe,9,150,618,455
IMG_5946_JPG.rf.06d218844a61bf6b1237023de92d97ef.jpg,640,640,Ayam,65,183,599,525
IMG_4279_JPG.rf.06696c5ff070a969c73b149b257b6e28.jpg,640,640,Tahu,234,149,496,341
IMG_4244_JPG.rf.0720023f06bfea88ae88b11a9400690f.jpg,640,640,Tahu,251,229,447,395
IMG_5944_JPG.rf.07155bb498d1b87c2f3be1c81e8dab35.jpg,640,640,Ayam,62,271,640,450
IMG_4577_JPG.rf.073924905c6955fb0ff3274f8a76ffdc.jpg,640,640,Tempe,238,266,412,392
IMG_6709_JPG.rf.07941021b46afd07d0d6eb1bf028fcd5.jpg,640,640,Sayur,252,205,255,207
IMG_6709_JPG.rf.07941021b46afd07d0d6eb1bf028fcd5.jpg,640,640,Sayur,0,0,640,640
IMG_6672_JPG.rf.0727740302a375634ae621f88855a6ff.jpg,640,640,Sayur,1,0,640,590
IMG_4592_JPG.rf.068deb21cb42b2cf5737b74ff07d1142.jpg,640,640,Tempe,282,285,382,404
IMG_4468_JPG.rf.0683acad6652c474e9cf462fe658fa72.jpg,640,640,Tempe,171,236,371,360
photo_6_2024-05-12_15-28-41_jpg.rf.0733cb3902140f9baf25e1e75c6f9dc3.jpg,640,640,Telur,2,147,341,533
IMG_4264_JPG.rf.076dcad000ae251d62178f513da2200f.jpg,640,640,Tahu,381,209,565,379
IMG_4264_JPG.rf.076dcad000ae251d62178f513da2200f.jpg,640,640,Tahu,383,209,564,379
IMG_4712_JPG.rf.076b6fc833e1f21fb2a47c5a353f4f09.jpg,640,640,Tempe,277,304,367,394
IMG_4322_JPG.rf.079103781e67ad49f6f4fa9c54e6d1c7.jpg,640,640,Tahu,394,117,553,268
photo_1_2024-05-12_15-31-26_jpg.rf.074293a6d61c3d296997893e01f111aa.jpg,640,640,Telur,81,177,544,500
IMG_6624_JPG.rf.07bdcabbe55e3bc40c3c600db4e1a6fd.jpg,640,640,Sayur,40,0,611,569
IMG_7151_JPG.rf.0725025fedc71d875eb59a4c941b7ee9.jpg,640,640,Nasi,0,24,640,640
IMG_7151_JPG.rf.0725025fedc71d875eb59a4c941b7ee9.jpg,640,640,Nasi,0,24,640,640
IMG_4389_JPG.rf.07aaa39ce2c7febbf2553b06b1c45006.jpg,640,640,Tempe,130,199,361,379
IMG_4324_JPG.rf.07c8ae642c848db737b3c4939daa3648.jpg,640,640,Tahu,165,80,340,218
IMG_4538_JPG.rf.07bc65cb219b006c59bc06651ddb1126.jpg,640,640,Tempe,235,262,357,353
IMG_4532_JPG.rf.07d5891ba5e9bc1e203ae63bb60dcc7e.jpg,640,640,Tempe,311,209,567,354
IMG_4588_JPG.rf.07b687c2ed7b06be520666ddd24b4005.jpg,640,640,Tempe,287,272,388,380
IMG_4661_JPG.rf.08d79d73668b97496f9c20650864624d.jpg,640,640,Tempe,247,227,386,342
IMG_4396_JPG.rf.07d6ab035b752c7fcfaa16a0d07901dd.jpg,640,640,Tempe,392,272,591,421
photo_2024-05-11_13-34-00_jpg.rf.083fd4d7a05c01b985ad2237e4527b7f.jpg,640,640,Daging,126,173,565,503
IMG_6662_JPG.rf.09123c8903cb1fcc960c10a6a301f4e4.jpg,640,640,Sayur,301,274,303,276
IMG_6662_JPG.rf.09123c8903cb1fcc960c10a6a301f4e4.jpg,640,640,Sayur,11,40,605,615
IMG_5936_JPG.rf.07ead11a330aa180e86eed97b9a4c1ff.jpg,640,640,Ayam,94,266,513,511
IMG_4538_JPG.rf.085d36e6a85c57b7f398e9ff43ebf561.jpg,640,640,Tempe,279,240,406,347
IMG_6804_JPG.rf.08f1531d20a869a44b3cb317b8bc4c5d.jpg,640,640,Ayam,38,0,489,578
IMG_7162_JPG.rf.08ab998ef408f910101cff458f293028.jpg,640,640,Nasi,0,51,640,640
photo_4_2024-05-12_15-29-27_jpg.rf.08f5e2a2e6667d4fc0b53648ed1d857a.jpg,640,640,Telur,58,168,598,553
IMG_4207_JPG.rf.0910a9da51d65660360ed7b4a2ecc24a.jpg,640,640,Tahu,275,96,446,280
IMG_6624_JPG.rf.088f05f6cd44a6ebcfebb24b2e3dc9f0.jpg,640,640,Sayur,0,0,633,576
IMG_3845_jpg.rf.0925c9f7bd85bcfdeac6fa2bd4336c21.jpg,640,640,Tahu,193,219,561,513
IMG_4360_JPG.rf.085d9632bc7b3b76cba93f586d8e25a3.jpg,640,640,Tahu,197,274,415,409
IMG_4243_JPG.rf.097a6764804d2436095b0372576ffe16.jpg,640,640,Tahu,181,238,398,424
IMG_5908_JPG.rf.07f055eb32123beb68dc7e197866643a.jpg,640,640,Ikan,119,84,415,623
IMG_6669_JPG.rf.08f96f52f189876cd5666f001455880e.jpg,640,640,Sayur,0,18,640,607
IMG_4296_JPG.rf.09be786d8213a2f583885f96cbc93f89.jpg,640,640,Tahu,238,229,403,379
photo_7_2024-05-12_15-31-45_jpg.rf.0912b362d618faf3cbb12ba0d49dda4f.jpg,640,640,Telur,32,237,477,546
IMG_4640_JPG.rf.09f39b82fbee62b64486c5264d995908.jpg,640,640,Tempe,203,250,331,357
photo_4_2024-05-12_15-32-09_jpg.rf.089860f02da95442d0e4a164968f2a37.jpg,640,640,Telur,119,191,610,531
IMG_4528_JPG.rf.07d8f65aeb260b73e0e09bd8aafaf708.jpg,640,640,Tempe,170,170,431,292
photo_2_2024-05-12_15-28-48_jpg.rf.09f818e99601a1bb40d76e8814ec81ef.jpg,640,640,Telur,109,146,614,387
photo_2024-05-11_13-34-29_jpg.rf.081b991f32dff65ec57f3bbe2d7f4377.jpg,640,640,Daging,88,229,605,485
photo_3_2024-05-12_15-28-18_jpg.rf.09e27b76909764455e28202c1e0af545.jpg,640,640,Telur,148,237,581,554
photo_4_2024-05-12_15-32-09_jpg.rf.0a038ab5f62e02e08df8b8a9617891b8.jpg,640,640,Telur,57,197,517,515
IMG_6638_JPG.rf.0a2295671d0a596f963f47e4f1c6b879.jpg,640,640,Sayur,265,298,268,300
IMG_6638_JPG.rf.0a2295671d0a596f963f47e4f1c6b879.jpg,640,640,Sayur,20,0,604,608
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,405,134,409,139
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,438,133,440,138
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,333,109,530,258
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,536,353,539,355
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,475,214,635,423
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,181,150,610,613
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,146,405,335,605
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,64,209,231,288
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,213,68,305,165
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,224,296,330,376
IMG_6644_JPG.rf.0a48402287133106fc71a9d19eff0079.jpg,640,640,Sayur,178,575,379,640
IMG_6630_JPG.rf.0a80860ec785c0b96babca04e80f3c41.jpg,640,640,Sayur,306,143,308,144
IMG_6630_JPG.rf.0a80860ec785c0b96babca04e80f3c41.jpg,640,640,Sayur,38,43,583,565
IMG_6588_JPG.rf.0a9d1060c63d143a28d72b7816011774.jpg,640,640,Sayur,198,254,199,255
IMG_6588_JPG.rf.0a9d1060c63d143a28d72b7816011774.jpg,640,640,Sayur,226,284,229,288
IMG_6588_JPG.rf.0a9d1060c63d143a28d72b7816011774.jpg,640,640,Sayur,104,58,338,346
IMG_6588_JPG.rf.0a9d1060c63d143a28d72b7816011774.jpg,640,640,Sayur,196,323,495,556
IMG_4221_JPG.rf.0ab49379cc502c5d4fc938de9602001c.jpg,640,640,Tahu,264,218,425,369
photo_1_2024-05-12_15-29-37_jpg.rf.0b2bed647bed02ddbacbd0d4f0050bb6.jpg,640,640,Telur,57,159,557,563
IMG_4633_JPG.rf.0b08af1527a663e2dd5afca8544fb633.jpg,640,640,Tempe,258,227,357,341
IMG_4656_JPG.rf.0b04de64e21050378d0bf3c8b19456e8.jpg,640,640,Tempe,265,210,411,301
photo_2_2024-05-12_15-32-09_jpg.rf.0ad10ad45d334bfc73509ddae345c094.jpg,640,640,Telur,110,173,587,507
IMG_4315_JPG.rf.0ac02c5cf91287e0c3e204600b8157fa.jpg,640,640,Tahu,213,95,388,240
IMG_4242_JPG.rf.0ba1bb74a5818cacfce129567643595e.jpg,640,640,Tahu,191,263,372,452
photo_2024-05-11_13-23-37_jpg.rf.0b7a653adfdcd9432f9f7bfd6bda2424.jpg,640,640,Daging,157,156,475,575
photo_2024-05-11_13-23-37_jpg.rf.0b7a653adfdcd9432f9f7bfd6bda2424.jpg,640,640,Daging,152,156,475,576
IMG_4545_JPG.rf.0b85befb83bba24fb15fd5f5a87a81a9.jpg,640,640,Tempe,231,256,411,373
IMG_4279_JPG.rf.0a6ab7a771f36c2cc2bfad8653a2d767.jpg,640,640,Tahu,177,158,418,328
IMG_6634_JPG.rf.0a3f3c351c0eedc6916075087c287750.jpg,640,640,Sayur,24,16,625,553
photo_8_2024-05-12_15-28-18_jpg.rf.0b38be57086c1ba68b7736ccdea5126c.jpg,640,640,Telur,143,228,567,563
photo_2024-05-11_13-34-16_jpg.rf.0b715d1f2e0e2f89a80a492be3476424.jpg,640,640,Daging,63,240,448,640
photo_2024-05-11_13-34-16_jpg.rf.0b715d1f2e0e2f89a80a492be3476424.jpg,640,640,Daging,63,240,448,640
photo_6_2024-05-12_15-29-37_jpg.rf.0b828e044bffc93fddb1bdf521fd0099.jpg,640,640,Telur,99,186,595,578
IMG_5804_JPG.rf.0b5bb2d507e2578915bbe4ba13343cf3.jpg,640,640,Ikan,215,21,486,640
IMG_4394_JPG.rf.0b9762ccbfc11b1117aa39599fb9c41e.jpg,640,640,Tempe,295,267,483,425
photo_7_2024-05-12_15-29-27_jpg.rf.0a549940cf52c910638a2debd2d5ea38.jpg,640,640,Telur,77,153,578,507
IMG_4316_JPG.rf.0b77a918732ef21e4c9be3d51d3fb141.jpg,640,640,Tahu,207,122,394,261
photo_2024-05-11_13-34-22_jpg.rf.0aab564bb741a00c120f41d8effed3ee.jpg,640,640,Daging,106,258,640,522
photo_2024-05-11_13-34-22_jpg.rf.0aab564bb741a00c120f41d8effed3ee.jpg,640,640,Daging,106,258,640,522
IMG_4269_JPG.rf.0b0cecdce941ffa832a14face32c5c81.jpg,640,640,Tahu,310,208,474,368
IMG_4212_JPG.rf.0adbf98669b8e16863bcd4cc4dd34d41.jpg,640,640,Tahu,91,192,329,457
photo_2024-05-11_13-41-30_jpg.rf.0a5c42293e56aac3cd296ea77dc47457.jpg,640,640,Daging,0,199,571,503
IMG_4283_JPG.rf.0c01b7854171895540defeb38cab534b.jpg,640,640,Tahu,169,213,354,355
IMG_6724_JPG.rf.0c3ce7d46afd17c5d866ac0d8244379a.jpg,640,640,Sayur,408,256,496,366
IMG_6724_JPG.rf.0c3ce7d46afd17c5d866ac0d8244379a.jpg,640,640,Sayur,0,0,462,630
IMG_6724_JPG.rf.0c3ce7d46afd17c5d866ac0d8244379a.jpg,640,640,Sayur,185,208,438,347
IMG_5931_JPG.rf.0bd61f5798fbd5173d4e23051a689a75.jpg,640,640,Ayam,143,216,541,532
IMG_4349_JPG.rf.0c0fd29a0e23ff02c719d0734c0c19ae.jpg,640,640,Tahu,220,197,386,335
IMG_4222_JPG.rf.0c43775c83499ca5178e5a752c6df87a.jpg,640,640,Tahu,276,264,448,455
photo_8_2024-05-12_15-31-56_jpg.rf.0c3139c89a66519d6a5998cbfbb820ff.jpg,640,640,Telur,71,124,548,499
photo_2024-05-11_13-42-24_jpg.rf.0c7a01c848d088444ac3b942cb9f50db.jpg,640,640,Daging,101,156,519,405
IMG_3530_jpg.rf.0bfdd613ee655b7a6921ab13e7ecf775.jpg,640,640,Telur,124,165,501,417
IMG_4524_JPG.rf.0b82d8859726f4baa277dd81b94331b1.jpg,640,640,Tempe,272,152,516,272
photo_8_2024-05-12_15-28-58_jpg.rf.0d83e1af0884abb80d78800dd342020d.jpg,640,640,Telur,86,157,531,462
IMG_5739_JPG.rf.0c42b6425c762faba868024b270c727c.jpg,640,640,Ikan,100,107,605,536
IMG_4223_JPG.rf.0d8e3980806f99eb0eb389e80969f15b.jpg,640,640,Tahu,272,245,473,409
IMG_4484_JPG.rf.0bffffd1ae753cd3bf1ff6fd253ac3fb.jpg,640,640,Tempe,279,161,508,306
IMG_4521_JPG.rf.0cebe3515922c913b4bacd1399072ea9.jpg,640,640,Tempe,224,186,420,311
IMG_4577_JPG.rf.0c923babda47b6d38516f5fe933fc972.jpg,640,640,Tempe,210,273,418,410
IMG_4558_JPG.rf.0c362b68cff496b32d97c92574d75bdf.jpg,640,640,Tempe,139,125,340,290
photo_8_2024-05-12_15-28-41_jpg.rf.0d5d29f038bdce47bebd3377c0876863.jpg,640,640,Telur,241,183,613,529
photo_2024-05-11_13-42-15_jpg.rf.0c3f0303e6869cd3478f83494c522263.jpg,640,640,Daging,97,254,545,466
photo_2_2024-05-12_15-29-32_jpg.rf.0cd8555df0c39695c9c1ee97603571ed.jpg,640,640,Telur,75,164,575,546
IMG_6668_JPG.rf.0d61e902c6df3ecdd54ede6d8efd6c7d.jpg,640,640,Sayur,60,10,631,616
photo_2_2024-05-12_15-31-21_jpg.rf.0c5f3c923a0123571810e159c9320cc0.jpg,640,640,Telur,120,163,604,502
photo_2024-05-11_13-24-02_jpg.rf.0d1a8551699a0a0efa59c94ec475c9df.jpg,640,640,Daging,94,114,495,531
photo_2024-05-11_13-24-02_jpg.rf.0d1a8551699a0a0efa59c94ec475c9df.jpg,640,640,Daging,94,114,495,532
photo_2024-05-11_13-34-33_jpg.rf.0d6ab7d4e22591a679ecbf3506482e89.jpg,640,640,Daging,138,180,457,588
IMG_4323_JPG.rf.0c720c14d6e03f8e112d198d15863ce0.jpg,640,640,Tahu,143,73,305,214
IMG_6676_JPG.rf.0d957aae5d8d80a019a298b235e88bf3.jpg,640,640,Sayur,54,46,619,629
IMG_3769_jpg.rf.0d107fc8395f388624ac6a5a033f2047.jpg,640,640,Tempe,22,195,562,553
photo_2024-05-11_13-42-31_jpg.rf.0de82ee537d0d16ebb6ea469495e7fe5.jpg,640,640,Daging,60,190,570,442
IMG_6741_JPG.rf.0e47a34b1f4e0e7bf7be2bebf4fed3da.jpg,640,640,Ayam,136,0,573,577
IMG_6594_JPG.rf.0db3cafb11caf63fd2d100bef35b119a.jpg,640,640,Sayur,78,387,396,636
IMG_6594_JPG.rf.0db3cafb11caf63fd2d100bef35b119a.jpg,640,640,Sayur,222,100,531,404
IMG_4692_JPG.rf.0e2e9954a804a2fc0d07813070c72c19.jpg,640,640,Tempe,240,155,355,262
IMG_4420_JPG.rf.0e5d001e92b7dbd34b4d81a48b6c3f17.jpg,640,640,Tempe,107,223,409,405
photo_9_2024-05-12_15-29-12_jpg.rf.0ea98911fb015b02d76e7899a2369805.jpg,640,640,Telur,45,145,549,503
IMG_6784_JPG.rf.0e4fe901381d22225c404a437a4ef44e.jpg,640,640,Ayam,268,176,270,179
IMG_6784_JPG.rf.0e4fe901381d22225c404a437a4ef44e.jpg,640,640,Ayam,62,62,471,588
IMG_3548_jpg.rf.0f1ee5f17fbf4bc0ce7d122bb42a7ff5.jpg,640,640,Telur,102,224,388,483
IMG_6719_JPG.rf.0eec793b17e9b5d9e113f1fb23b7d169.jpg,640,640,Sayur,0,0,640,640
IMG_6719_JPG.rf.0eec793b17e9b5d9e113f1fb23b7d169.jpg,640,640,Sayur,143,613,145,616
IMG_6719_JPG.rf.0eec793b17e9b5d9e113f1fb23b7d169.jpg,640,640,Sayur,64,569,236,640
IMG_4377_JPG.rf.0f8c805cc217878305178f6cfd3b9acf.jpg,640,640,Tempe,189,230,396,371
IMG_6877_JPG.rf.0f23dad6f49dda1cb76e43ce3e7b2cdb.jpg,640,640,Ayam,404,233,451,270
IMG_6877_JPG.rf.0f23dad6f49dda1cb76e43ce3e7b2cdb.jpg,640,640,Ayam,110,38,595,581
IMG_6699_JPG.rf.0f92f3547fed528686c248d3caa49f53.jpg,640,640,Sayur,556,371,640,436
IMG_6699_JPG.rf.0f92f3547fed528686c248d3caa49f53.jpg,640,640,Sayur,38,0,636,598
IMG_4515_JPG.rf.0f641178966b258df6eb62a852a51e22.jpg,640,640,Tempe,186,229,399,367
photo_4_2024-05-12_15-29-32_jpg.rf.0f008ec36a5bd1b9707a628e5469d086.jpg,640,640,Telur,62,151,553,556
IMG_4684_JPG.rf.0fe59701fb7f632d25e3558ff997c628.jpg,640,640,Tempe,352,202,468,308
photo_2024-05-11_13-33-58_jpg.rf.0e2a7f8a5a8e6b3c7cbfcfa38c68a6b6.jpg,640,640,Daging,184,178,479,584
IMG_4659_JPG.rf.0f761938d089a798b69636b3cab9bee7.jpg,640,640,Tempe,296,215,434,317
IMG_4464_JPG.rf.0fc1e15ec048fb88283382f521fe858e.jpg,640,640,Tempe,129,148,365,314
IMG_3854_jpg.rf.0fc07c65e409666b344aa1aa296c90a7.jpg,640,640,Tahu,139,239,466,512
photo_4_2024-05-12_15-31-26_jpg.rf.0fe087170eb78a369e331bfb768a40b0.jpg,640,640,Telur,72,168,529,488
